0.1,exp,0.57129379
0.4,exp,0.618153849
0.7,exp,0.510573794
,,1.700021433
,,
0.1,unexp,0.572499361
0.4,unexp,0.615546673
0.7,unexp,0.512476125
,,1.700522159
,,
,0.000500725,
